time,energy_average,baseline,flexibility_above,flexibility_below
2025-06-04 00:00:00+00:00,0.0,83.8275,86.46,79.3
2025-06-04 01:00:00+00:00,0.0,101.2225,110.43,91.43
2025-06-04 02:00:00+00:00,0.0,91.0675,97.5,82.82
2025-06-04 03:00:00+00:00,0.0,95.655,111.95,83.85
2025-06-04 04:00:00+00:00,0.0,131.0,179.5,79.35
2025-06-04 05:00:00+00:00,0.0,124.55,216.43,76.88
2025-06-04 06:00:00+00:00,0.0,160.95499999999998,272.53,74.17
2025-06-04 07:00:00+00:00,0.0,131.2475,186.93,71.88
2025-06-04 08:00:00+00:00,0.0,133.905,204.18,70.92
2025-06-04 09:00:00+00:00,0.0,127.59,202.18,74.33
2025-06-04 10:00:00+00:00,0.0,292.28749999999997,764.83,72.32
2025-06-04 11:00:00+00:00,0.0,165.675,329.66,87.3
2025-06-04 12:00:00+00:00,0.0,97.08,113.76,74.67
2025-06-04 13:00:00+00:00,0.0,111.405,130.6,93.7
2025-06-04 14:00:00+00:00,0.0,80.03,87.21,74.71
2025-06-04 15:00:00+00:00,0.0,107.185,112.0,102.7
2025-06-04 16:00:00+00:00,0.0,95.14750000000001,134.62,75.87
2025-06-04 17:00:00+00:00,0.0,117.61500000000001,177.35,84.62
2025-06-04 18:00:00+00:00,0.0,152.995,234.28,79.75
2025-06-04 19:00:00+00:00,0.0,123.53750000000001,167.12,79.05
2025-06-04 20:00:00+00:00,0.0,130.57250000000002,157.3,86.98
2025-06-04 21:00:00+00:00,0.0,115.03999999999999,134.33,94.85
2025-06-04 22:00:00+00:00,0.0,108.08500000000001,127.77,85.6
2025-06-04 23:00:00+00:00,0.0,91.0925,104.17,77.75
